ensembl_gene_id	logFC	AveExpr	t	P.Value	adj.P.Val	B	ModuleEigengene	mgi_symbol
ENSMUSG00000028344	0.0869628441682498	-2.44902137784961e-18	0.740585552303448	0.459091483615254	0.690261446908502	-5.65563306406829	ME69	Invs
ENSMUSG00000028931	0.0374421630676195	5.97969386424946e-17	0.318861753891356	0.749887541472676	0.831437933806319	-5.86292735948881	ME36	Kcnab2
ENSMUSG00000028980	0.110998769930264	-3.34699588306113e-17	0.945278252109198	0.344709536805147	0.586176328882347	-5.49552812823286	ME41	H6pd
ENSMUSG00000029478	0.0706965578172224	2.44902137784961e-17	0.602059992607002	0.547249378804346	0.768772353869049	-5.74192519007017	ME3	Ncor2
ENSMUSG00000029705	0.117809463381546	-1.77554049894097e-17	1.00327889847063	0.315931134266176	0.555202910211293	-5.44309257413067	ME47	Cux1
ENSMUSG00000029843	0.339533760922149	4.11231506363914e-17	2.89150843976194	0.0039039658202441	0.102804433266428	-2.03101876143567	ME9	Slc13a4
ENSMUSG00000030301	-0.277253073165638	8.57157482247364e-17	-2.36111896157564	0.0183810331889003	0.149288347770316	-3.32358073529245	ME20	Ccdc91
ENSMUSG00000031488	-0.0336744875779151	2.77555756156289e-17	-0.286775797410396	0.774334128458168	0.837978029427332	-5.87194322999234	ME42	Rab11fip1
ENSMUSG00000031491	-0.0445718785348328	4.08170229641602e-18	-0.379579228320284	0.70432579372265	0.81826084858955	-5.84325197204031	ME28	Chrna6
ENSMUSG00000032057	0.0394730034177803	-2.23473200728777e-17	0.336156623174312	0.736812274001247	0.831437933806319	-5.85767141646344	ME78	Hoatz
ENSMUSG00000032936	-0.375864651603013	6.53072367426563e-18	-3.20090647058654	0.00140634112652562	0.102804433266428	-1.15646422297309	ME7	Camkv
ENSMUSG00000039347	-0.253159726188852	-2.71433202711665e-17	-2.15593725612084	0.0312893430934615	0.164790540292231	-3.75358623606229	ME21	Atp6v0e2
ENSMUSG00000040146	0.142469666252529	-2.48983840081377e-17	1.21328801371747	0.225261510417245	0.494323870082289	-5.22711986723071	ME76	Rgl3
ENSMUSG00000041870	0.294499682646227	-5.06131084755586e-17	2.50799306544962	0.0122747251080625	0.138529040505277	-2.99178188495336	ME75	Ankrd13a
ENSMUSG00000042305	-0.324385578077136	3.59189802084609e-17	-2.76250477772712	0.00582468033568361	0.115037436629751	-2.3694252943656	ME37	Tmem183a
ENSMUSG00000043088	0.125761786306636	-5.63785129692462e-17	1.07100179233297	0.284386705812572	0.555202910211293	-5.37791729310095	ME5	Il17re
ENSMUSG00000043857	-0.156389648641824	8.10217905838579e-17	-1.331832179843	0.183171445670651	0.45220450649942	-5.08713910208524	ME39	Mgat5b
ENSMUSG00000045962	0.168246929800963	-8.48994077654531e-17	1.4328101457783	0.152175851949857	0.414548010484094	-4.95761653270983	ME12	Wnk1
ENSMUSG00000047507	-0.230525398463611	7.34706413354883e-18	-1.96318072590681	0.0498587759975581	0.225240599884317	-4.12196383403223	ME26	Baiap3
ENSMUSG00000048758	-0.179999329818134	-7.10216199576387e-17	-1.53289493188268	0.12556866243812	0.39679697330446	-4.81990322604087	ME65	Rpl29
ENSMUSG00000049470	-0.117988144696981	-4.4082384801293e-17	-1.0048005690409	0.315198018989293	0.555202910211293	-5.44167488367011	ME27	Aff4
ENSMUSG00000051721	-0.150749516538438	-1.06124259706816e-17	-1.2838001681396	0.19946285015176	0.476643078191909	-5.14542820297386	ME50	Wdcp
ENSMUSG00000052557	-0.0860369151535532	6.63276623167603e-17	-0.732700234645068	0.463886182061291	0.690261446908502	-5.66102303065455	ME2	Gan
ENSMUSG00000052748	0.188835953605833	-5.1225363820021e-17	1.60814863328703	0.108069006234027	0.38806597693128	-4.71023477587293	ME38	Swt1
ENSMUSG00000053117	0.0637642147721996	-3.41842567324841e-17	0.543023364356639	0.587215837394023	0.768772353869049	-5.77328970162075	ME54	E330013P04Rik
ENSMUSG00000054855	-0.30347059996913	-1.020425574104e-17	-2.58439042599819	0.0098738614746268	0.130005842749253	-2.81128099969189	ME31	Rnd1
ENSMUSG00000056268	0.0266808503945037	1.38777878078145e-17	0.227217181249384	0.82029406117421	0.875719335577873	-5.8861462815996	ME33	Dennd1b
ENSMUSG00000060224	-0.0181832024464428	0.000500000071019076	-0.154850236963165	0.876965755510157	0.91158282480661	-5.8989743160847	ME0	Pyroxd2
ENSMUSG00000061665	0.307494422001571	5.34703000830498e-17	2.61865775580746	0.00894026842923122	0.130005842749253	-2.72855957751214	ME30	Cd2ap
ENSMUSG00000067274	-0.119622774521059	-2.44902137784961e-18	-1.0187212640533	0.308543250956721	0.555202910211293	-5.42860569301533	ME8	Rplp0
ENSMUSG00000070570	0.0863772650629964	-8.97974505211524e-18	0.735598693499216	0.462120525046798	0.690261446908502	-5.65904851081576	ME11	Slc17a7
ENSMUSG00000074886	0.183613745106899	-4.65314061791426e-17	1.56367570691925	0.118160742669051	0.388945777952292	-4.77568101807147	ME24	Grk6
ENSMUSG00000075511	0.0593965456316162	3.95925122752354e-17	0.505827793148094	0.61307162397152	0.768772353869049	-5.79138996834285	ME71	1700001L05Rik
ENSMUSG00000078517	0.0362238814576589	8.40830673061699e-17	0.308486728009863	0.757766218152594	0.831437933806319	-5.86594715767852	ME51	Emc1
ENSMUSG00000078880	-0.119376679888225	-5.38784703126914e-17	-1.01662549394229	0.309539138006231	0.555202910211293	-5.43058476655528	ME68	Gm14308
ENSMUSG00000081157	-0.271829317106776	8.48994077654531e-17	-2.3149296330776	0.0207869851325757	0.149288347770316	-3.42378830847944	ME77	Gm13552
ENSMUSG00000081179	0.162248396986824	-7.71951946809679e-17	1.38172595252704	0.167316293020649	0.436072713499229	-5.02432381424356	ME14	Gm13136
ENSMUSG00000082016	0.138955297286667	0	1.18335924463828	0.236904143096976	0.505822359585436	-5.26039906544114	ME15	Pgam1-ps2
ENSMUSG00000085856	0.191708311078104	-1.30614473485313e-17	1.63260995887224	0.102816724509988	0.386786725537574	-4.67345521416025	ME60	Gm12050
ENSMUSG00000086411	-0.0599477191537698	2.04085114820801e-18	-0.510521650061622	0.60978113573847	0.768772353869049	-5.78917660465662	ME19	Gm14236
ENSMUSG00000091712	0.272044945842374	1.06124259706816e-16	2.31676595211446	0.0206863266666548	0.149288347770316	-3.41984220904258	ME62	Sec14l5
ENSMUSG00000092124	0.174570521328312	-9.4925089031025e-17	1.48666257630326	0.137369959517011	0.401934325994216	-4.88467252660946	ME43	B930094E09Rik
ENSMUSG00000093392	0.0475145871150378	2.63269798118833e-17	0.404639672007277	0.685815418681642	0.808648030982831	-5.83413383865593	ME22	Gm6061
ENSMUSG00000093930	-0.00430490391416067	-2.12248519413633e-17	-0.0366610553435182	0.970761435736124	0.983207095168638	-5.90947583194465	ME52	Hmgcs1
ENSMUSG00000100862	-0.0601824906197748	1.95921710227969e-17	-0.512520990785575	0.608381947746417	0.768772353869049	-5.78822761729636	ME23	Atp6-ps
ENSMUSG00000102657	0.125716237945631	1.80105113829357e-17	1.07061389726797	0.284561081384105	0.555202910211293	-5.37830271436769	ME13	Gm37899
ENSMUSG00000103567	-0.211167316752351	-2.57147244674209e-17	-1.79832508241002	0.0723799336057746	0.28590073774281	-4.40966752661336	ME61	Pcdhga5
ENSMUSG00000105224	-0.16080726759463	-1.14287664299648e-17	-1.3694531293798	0.171117140740204	0.436072713499229	-5.03998927658915	ME49	Gm3364
ENSMUSG00000107976	0.0623964561712604	-8.89811100618692e-17	0.531375375280585	0.59525826875244	0.768772353869049	-5.77909595955937	ME73	Gm44043
ENSMUSG00000108518	-0.104961298524893	2.04085114820801e-18	-0.893862453350227	0.371576989684241	0.611553795521979	-5.53940053139283	ME72	Gm5587
ENSMUSG00000109695	-0.0624270944681587	-2.28575328599297e-17	-0.531636294530031	0.59507756534227	0.768772353869049	-5.77896727571313	ME44	Gm31166
ENSMUSG00000110117	-0.0675675364095596	-1.15920345218215e-16	-0.575412887518305	0.565121333202528	0.768772353869049	-5.75648248993351	ME35	Gm17990
ENSMUSG00000111033	0.171541958059316	-2.61228946970625e-17	1.46087098424221	0.144315938240935	0.407177111465495	-4.9199434467807	ME57	Gm34322
ENSMUSG00000113258	-0.00084822985231608	-7.67360031726211e-17	-0.00722362268237689	0.994237648969497	0.994237648969497	-5.91007519880636	ME58	Gm7446
ENSMUSG00000117124	0.0379954600077511	-3.75516611270274e-17	0.32357369407586	0.746317900947992	0.831437933806319	-5.86152290023116	ME67	Gm49895
ENSMUSG00000118181	-0.0249321913453451	9.85731104584468e-17	-0.212325400281342	0.831889696101132	0.876257146559859	-5.88918316050358	ME70	Gm53015
ENSMUSG00000118751	0.0500458873581466	6.53072367426563e-18	0.426196515122501	0.670042060259125	0.806829259524353	-5.8258242324048	ME63	Gm26444
ENSMUSG00000118916	-0.0641764579571109	-3.87761718159522e-18	-0.546534074588128	0.584801760148294	0.768772353869049	-5.77151500143236	ME53	Gm25474
ENSMUSG00000120261	-0.348769998565636	9.69404295398804e-18	-2.97016529858286	0.00303634210236447	0.102804433266428	-1.8171052972363	ME55	Gm57009
ENSMUSG00002075795	-0.110075048704323	-4.57660869985646e-17	-0.937411736233014	0.348737815917346	0.586176328882347	-5.50239946314694	ME6	Gm54867
