ensembl_gene_id	logFC	AveExpr	t	P.Value	adj.P.Val	B	ModuleEigengene	mgi_symbol
ENSMUSG00000030317	-0.102802769478187	-9.54097911787244e-18	-0.814547769697928	0.415511120254128	0.647672792566577	-4.710790106964	ME37	Timp4
ENSMUSG00000030695	0.272512664981022	-1.73472347597681e-17	2.15922766090294	0.0310525599939844	0.319346901008085	-3.93967592879554	ME5	Aldoa
ENSMUSG00000032905	0.147477324190943	-3.68628738645072e-17	1.16852226949236	0.242854506980559	0.519438806597307	-4.57542658706552	ME35	Atg12
ENSMUSG00000034324	0.314485782272409	-7.37257477290143e-17	2.49179758339149	0.012859239258319	0.216957959270962	-3.64139651904299	ME59	Tmem132c
ENSMUSG00000035112	-0.137162989206891	-1.38777878078145e-17	-1.0867976369769	0.27736919664797	0.54762636261266	-4.61096947716342	ME75	Wnk4
ENSMUSG00000036905	0.232183514722843	3.79470760369927e-17	1.83968355169893	0.0660895364679396	0.373071390472994	-4.18608925238177	ME41	C1qb
ENSMUSG00000038143	-0.0807644346684747	-8.89045781438114e-18	-0.639929162064829	0.522354630972801	0.658073008196619	-4.75976674473755	ME14	Stox2
ENSMUSG00000040865	-0.269158333299909	-5.4372738950148e-17	-2.13264993927592	0.0331788988060348	0.319346901008085	-3.96167258592128	ME1	Ino80d
ENSMUSG00000041263	0.0843144264668192	2.00794242344315e-16	0.668057177647143	0.504240098617175	0.658073008196619	-4.75267204677297	ME51	Rusc1
ENSMUSG00000042275	0.0133835626147115	2.77555756156289e-17	0.106043359860446	0.915567679079092	0.933469807693966	-4.83656702611483	ME67	Pelo
ENSMUSG00000042541	-0.12582297196667	8.69530142333375e-17	-0.996946110619739	0.319014392502511	0.584952593115706	-4.64707398073226	ME65	Sem1
ENSMUSG00000044452	-0.0793089877207077	-8.50014503228635e-17	-0.628397069386443	0.529876967638836	0.658073008196619	-4.76258727463538	ME26	Zfp507
ENSMUSG00000045314	-0.0944899822233446	-1.64798730217797e-17	-0.748682206418117	0.454212088293443	0.647672792566577	-4.73064524422315	ME4	Sowahb
ENSMUSG00000045589	-0.1917719240204	8.37004077158809e-17	-1.51948623363344	0.128933374846495	0.478759178470167	-4.39350477464942	ME49	Frrs1l
ENSMUSG00000046826	0.050069572913987	-2.34187669256869e-17	0.396721403069491	0.691651437441271	0.785864687725808	-4.80838522998301	ME27	Fam187b
ENSMUSG00000048834	0.301949840762597	-3.38271077815477e-17	2.39247026711673	0.0169058150081269	0.216957959270962	-3.73494996368932	ME18	Vstm2a
ENSMUSG00000051980	0.103403012236503	5.20417042793042e-17	0.81930373495592	0.412794235107128	0.647672792566577	-4.70929165486318	ME23	Casr
ENSMUSG00000056973	-0.154056500684303	-7.41594285980085e-17	-1.22065173610418	0.222484837466346	0.519438806597307	-4.55140937065993	ME58	Ces1d
ENSMUSG00000057003	-0.307988015159349	-3.702550419038e-17	-2.44031315610587	0.0148347563036588	0.216957959270962	-3.69036316013201	ME12	Myh4
ENSMUSG00000057182	0.0813239022547037	-1.34983170474445e-17	0.644362049202931	0.519477769124451	0.658073008196619	-4.75866889780215	ME2	Scn3a
ENSMUSG00000060224	-0.0961146193793131	-3.55618312575245e-17	-0.761554861295799	0.446492291565192	0.647672792566577	-4.72689633555337	ME34	Pyroxd2
ENSMUSG00000061577	0.0298926395365658	-1.99493199737333e-17	0.236851429085869	0.812817051324263	0.891790223013406	-4.8279176052512	ME42	Adgrg5
ENSMUSG00000063439	-0.0124643996316944	-2.03830008427275e-17	-0.0987604611447226	0.92134682317846	0.933469807693966	-4.83685465595123	ME71	B9d2
ENSMUSG00000063576	-0.0479258352007025	-5.11743425413158e-17	-0.379735705290759	0.704216408481568	0.785864687725808	-4.810928500003	ME73	Klhdc3
ENSMUSG00000064345	-0.0610021546140217	5.26922255827955e-17	-0.483344653454717	0.628949193432074	0.733774059004087	-4.79368441689524	ME22	mt-Nd2
ENSMUSG00000064966	-0.0717179035242677	-2.60208521396521e-18	-0.568249850267882	0.569983670110054	0.696646707912288	-4.77646675443043	ME29	Snord15b
ENSMUSG00000065990	0.125809795454122	9.97465998686664e-18	0.996841707800988	0.319065050790385	0.584952593115706	-4.64711412123168	ME25	Aurkaip1
ENSMUSG00000067336	0.178811906597212	1.90819582357449e-17	1.41679879300429	0.156830677915696	0.478759178470167	-4.45164907502684	ME20	Bmpr2
ENSMUSG00000068479	-0.0670713221519448	6.63531729561129e-17	-0.531433113590875	0.595228163625261	0.716133884361642	-4.78427411788558	ME30	Mfap1a
ENSMUSG00000071470	-0.094938017608897	-2.0491421059976e-17	-0.752232171325677	0.45207566384859	0.647672792566577	-4.72961776845839	ME56	Ccnb1ip1
ENSMUSG00000073680	0.0897650968554757	-4.22838847269347e-17	0.711245035629712	0.477086271231177	0.655993622942868	-4.74118488580671	ME10	Tmem88b
ENSMUSG00000080977	0.0872667881344704	3.90312782094782e-17	0.691449928872948	0.489431715152465	0.658073008196619	-4.74653930902582	ME21	Gm13772
ENSMUSG00000082448	0.187511591339223	2.60208521396521e-18	1.48572990098561	0.137642953706337	0.478759178470167	-4.41306719464944	ME44	Gm11676
ENSMUSG00000085438	-0.201549549124911	-2.16840434497101e-18	-1.59695829749172	0.110568077188413	0.478759178470167	-4.34694657951402	ME16	Oip5os1
ENSMUSG00000086796	0.0971893226480249	9.04224611852911e-17	0.770070168374194	0.44142698705668	0.647672792566577	-4.72438129855616	ME50	4932702P03Rik
ENSMUSG00000087620	-0.172030230811385	-5.20417042793042e-18	-1.36306484289575	0.173146707091435	0.478759178470167	-4.48045380904201	ME62	5330434G04Rik
ENSMUSG00000090063	-0.180429637651882	-6.67868538251071e-17	-1.42961672805838	0.153116784949699	0.478759178470167	-4.4446133643066	ME15	Dlx6os1
ENSMUSG00000094932	0.230950941036261	2.29850860566927e-17	1.82991737368165	0.0675383265351926	0.373071390472994	-4.19300015991196	ME33	Gm2007
ENSMUSG00000098678	-0.195637978519022	5.46437894932694e-17	-1.55011854135596	0.121406579321966	0.478759178470167	-4.37537243744429	ME72	Mroh6
ENSMUSG00000103906	0.171651410386469	3.90312782094782e-17	1.36006329601333	0.174094246716425	0.478759178470167	-4.48202998543323	ME17	Tigd5
ENSMUSG00000110446	0.0274194956956282	7.56773116394882e-17	0.217255713814742	0.828050179287702	0.891790223013406	-4.82963358067167	ME31	Gm18646
ENSMUSG00000112036	0.163155563098892	-7.61109925084824e-17	1.29274727432524	0.196375480976378	0.504030401172703	-4.51646627016835	ME68	Gm47801
ENSMUSG00000115520	0.0795387311391082	-7.39425881635114e-17	0.630217419071678	0.528685907030529	0.658073008196619	-4.76214546095541	ME0	Gm41335
ENSMUSG00000115702	0.125843606500158	-7.37257477290143e-18	0.997109606343801	0.318935071775631	0.584952593115706	-4.64701111191401	ME6	Gm5206
ENSMUSG00000116531	0.177999993571768	-2.65629532258949e-17	1.41036567892165	0.158720209018579	0.478759178470167	-4.4551563025185	ME40	Gm19082
ENSMUSG00000117345	-0.106086618764264	1.56125112837913e-17	-0.840567030906309	0.400776932128514	0.647672792566577	-4.70248558396083	ME39	Gm7926
ENSMUSG00000118292	-0.105604485092105	-3.46944695195361e-18	-0.836746891533155	0.40292030194111	0.647672792566577	-4.70372120464237	ME54	Gm10549
ENSMUSG00000119095	-0.0959258486288237	-3.25260651745651e-17	-0.760059154569454	0.447385416448087	0.647672792566577	-4.72733521228475	ME47	Gm22047
ENSMUSG00000120176	-0.199984023376154	-1.82145964977565e-17	-1.5845540061139	0.11336099497073	0.478759178470167	-4.3545567988781	ME38	Gm56911
ENSMUSG00000120850	-0.0233964419525216	-1.82145964977565e-17	-0.18537943781113	0.852966307628498	0.899704187498553	-4.83210855600794	ME69	Gm56765
